"number";"player";"team";"apps";"min";"goals";"a";"xG";"xA";"xG90";"xA90"
360;"Lukas Ullrich";"Borussia M.Gladbach";13;822;0;0;0.24;0.82;0.03;0.09
361;"Skelly Alvero";"Werder Bremen";2;23;0;0;0;0;0;0
362;"Thomas Keller";"FC Heidenheim";4;193;0;0;0.05;0;0.03;0
363;"Olivier Deman";"Werder Bremen";4;198;0;1;0.17;0.36;0.08;0.16
364;"Daniel Batz";"Mainz 05";8;720;0;0;0;0;0;0
365;"Jordy Makengo";"Freiburg";12;807;0;0;0;0.21;0;0.02
366;"Kauã Santos";"Eintracht Frankfurt";9;810;0;0;0;0;0;0
367;"Elias Baum";"Eintracht Frankfurt";1;13;0;0;0;0;0;0
368;"Julián Malatini";"Werder Bremen";6;324;0;0;0.03;0.16;0.01;0.04
369;"Andrej Ilic";"Union Berlin";19;1286;0;7;5.91;3.58;0.41;0.25
370;"Isak Hansen-Aaröen";"Werder Bremen";1;1;0;0;0;0;0;0
371;"Max Rosenfelder";"Freiburg";10;375;0;0;0.02;0;0;0
372;"Yukinari Sugawara";"Werder Bremen";19;1663;0;4;1.45;1.34;0.08;0.07
373;"Kosta Nedeljkovic";"RasenBallsport Leipzig";5;251;0;0;0;0;0;0
374;"Nikolas Veratschnig";"Mainz 05";13;369;0;1;0.11;0.68;0.03;0.17
375;"Leopold Querfeld";"Union Berlin";20;1800;0;0;1.86;2.04;0.09;0.1
376;"Mio Backhaus";"Werder Bremen";18;1620;0;0;0;0;0;0
377;"Bruno Ogbus";"Freiburg";4;217;0;0;0.35;0;0.15;0
378;"Ramon Hendriks";"VfB Stuttgart";17;1037;0;1;0.06;0.17;0.01;0.01
379;"Nicolai Remberg";"Hamburger SV";18;1620;0;1;0.87;0.62;0.05;0.03
380;"Oscar Højlund";"Eintracht Frankfurt";14;415;0;1;0.03;0.25;0.01;0.05
381;"Aurèle Amenda";"Eintracht Frankfurt";10;499;0;0;0.43;0.09;0.08;0.02
382;"Kamil Grabara";"Wolfsburg";20;1800;0;0;0.04;0.03;0;0
383;"Bence Dárdai";"Wolfsburg";1;31;0;0;0;0.01;0;0.04
384;"Nikola Vasilj";"St. Pauli";20;1800;0;0;0;0;0;0
385;"Karol Mets";"St. Pauli";14;1168;0;0;0.06;0.08;0;0.01
386;"Lars Ritzka";"St. Pauli";10;470;0;0;0.07;0;0.01;0
387;"Jackson Irvine";"St. Pauli";11;480;0;0;0.41;0.46;0.08;0.09
388;"Connor Metcalfe";"St. Pauli";14;239;0;1;0.59;0.46;0.22;0.17
389;"Elias Saad";"Augsburg";10;518;0;0;0.37;0.62;0.06;0.11
390;"Manolis Saliakas";"St. Pauli";10;623;0;1;0.25;0.23;0.04;0.03
391;"Oladapo Afolayan";"St. Pauli";7;135;0;0;0.53;0.08;0.35;0.06
392;"Luca Kerber";"FC Heidenheim";11;392;0;0;0.34;0.15;0.08;0.03
393;"Robin Hranác";"Hoffenheim";19;1684;0;0;0.92;0.02;0.05;0
394;"Filippo Mané";"Borussia Dortmund";4;142;0;0;0;0;0;0
395;"Konstantinos Koulierakis";"Wolfsburg";17;1482;0;0;1.65;0.79;0.1;0.05
396;"Derrick Köhn";"Union Berlin";18;1075;0;1;0.78;1.84;0.07;0.15
397;"Cole Campbell";"Borussia Dortmund";1;10;0;0;0.13;0.15;1.15;1.32
398;"Jahmai Simpson-Pusey";"FC Cologne";3;270;0;0;0.14;0.04;0.05;0.01
399;"Axel Tape";"Bayer Leverkusen";5;177;0;0;0.12;0;0.06;0
400;"Jonah Kusi-Asare";"Bayern Munich";1;1;0;0;0;0;0;0
401;"Patrice Covic";"Werder Bremen";10;225;0;0;0.48;0.9;0.19;0.36
402;"Abdoulie Ceesay";"St. Pauli";13;166;0;0;0.43;0.07;0.23;0.04
403;"Hennes Behrens";"FC Heidenheim";2;102;0;0;0.04;0.44;0.03;0.39
404;"Wisdom Mike";"Bayern Munich";4;18;0;0;0.1;0;0.52;0
405;"Luca Jaquez";"VfB Stuttgart";6;418;0;1;0.11;0.42;0.02;0.09
406;"Finn Jeltsch";"VfB Stuttgart";14;897;0;1;0.2;0.1;0.02;0.01
407;"Alejo Sarco";"Bayer Leverkusen,Borussia M.Gladbach";4;87;0;0;0.36;0.25;0.37;0.26
408;"Charles Herrmann";"Borussia M.Gladbach";1;1;0;1;0;0.38;0;34.08
409;"Jan Bürger";"Wolfsburg";4;106;0;0;0.03;0.13;0.02;0.11
410;"Claudio Echeverri";"Bayer Leverkusen";6;112;0;0;0.11;0.04;0.09;0.03
411;"Jenson Seelt";"Wolfsburg";9;681;0;0;0.11;0;0.01;0
412;"Ezechiel Banzuzi";"RasenBallsport Leipzig";17;356;0;1;0.72;0.24;0.18;0.06
413;"Koki Machida";"Hoffenheim";1;45;0;0;0;0;0;0
414;"Leon Avdullahu";"Hoffenheim";20;1767;0;1;0.35;0.71;0.02;0.04
415;"Yannik Wagner";"FC Heidenheim";4;31;0;0;0.02;0.28;0.07;0.81
416;"Cyriaque Irié";"Freiburg";2;45;0;0;0.01;0;0.03;0
417;"Lazar Jovanovic";"VfB Stuttgart";3;23;0;0;0.1;0.1;0.39;0.37
418;"Arkadiusz Pyrka";"St. Pauli";17;1337;0;0;0.35;0.66;0.02;0.04
419;"Joel Chima Fujita";"St. Pauli";20;1762;0;3;0.74;4.05;0.04;0.21
420;"Jobe Bellingham";"Borussia Dortmund";18;736;0;1;0.55;0.43;0.07;0.05
421;"Joël Schmied";"FC Cologne";11;805;0;0;0.21;0.15;0.02;0.02
422;"Sebastian Sebulonsen";"FC Cologne";20;1634;0;0;1.02;2.11;0.06;0.12
423;"Kristoffer Lund";"FC Cologne";19;1200;0;1;0.37;0.76;0.03;0.06
424;"Jusuf Gazibegovic";"FC Cologne";1;17;0;0;0;0;0;0
425;"Rav van den Berg";"FC Cologne";8;598;0;0;0;0;0;0
426;"Daniel Elfadli";"Hamburger SV";13;972;0;0;0.1;0.17;0.01;0.02
427;"Giorgi Gocholeishvili";"Hamburger SV";15;731;0;0;0.89;0.31;0.11;0.04
428;"Miro Muheim";"Hamburger SV";19;1643;0;4;1.02;2.99;0.06;0.16
429;"Nicolás Capaldo";"Hamburger SV";17;1367;0;1;1.71;1.09;0.11;0.07
430;"Emir Sahiti";"Hamburger SV";2;124;0;0;0;0.01;0;0.01
431;"Alexander Røssing-Lelesiit";"Hamburger SV";11;319;0;1;0.09;0.73;0.03;0.2
432;"Aboubaka Soumahoro";"Hamburger SV";4;140;0;0;0;0.02;0;0.01
433;"Otto Stange";"Hamburger SV";1;14;0;0;0;0;0;0
434;"Andrija Maksimovic";"RasenBallsport Leipzig";8;77;0;0;0.07;0.37;0.08;0.43
435;"Aiman Dardari";"Augsburg";3;21;0;0;0.06;0;0.24;0
436;"Sota Kawasaki";"Mainz 05";6;212;0;0;0.05;0;0.02;0
437;"Ezequiél Fernández";"Bayer Leverkusen";10;543;0;0;0.31;0.57;0.05;0.09
438;"William Bøving";"Mainz 05";6;191;0;1;0.01;0.5;0.01;0.23
439;"Alessio Castro-Montes";"FC Cologne";8;426;0;3;0.16;1.77;0.03;0.37
440;"Fabio Baldé";"Hamburger SV";11;288;0;1;0.41;1.22;0.13;0.38
441;"Cameron Puertas";"Werder Bremen";15;853;0;0;1.24;0.68;0.13;0.07
442;"Cassiano Kiala";"Bayern Munich";1;1;0;0;0;0;0;0
443;"Tobias Weigel";"FC Heidenheim";1;1;0;0;0;0;0;0
444;"Jan Urbich";"Borussia M.Gladbach";3;28;0;0;0;0.03;0;0.09
445;"Wael Mohya";"Borussia M.Gladbach";5;100;0;0;0.09;0.03;0.08;0.02
446;"David Santos";"Bayern Munich";1;17;0;0;0;0;0;0
447;"Fabio Moreno Fell";"Mainz 05";2;80;0;0;0.05;0;0.06;0
448;"Pharell Hensel";"Wolfsburg";4;4;0;0;0;0;0;0
449;"Livan Burcu";"Union Berlin";7;222;0;0;1.5;0.08;0.61;0.03
450;"Samba Konate";"RasenBallsport Leipzig";1;1;0;0;0.04;0;3.72;0
451;"Fynn Schenten";"FC Cologne";3;78;0;0;0.03;0.36;0.03;0.42
452;"Felipe Chávez";"Bayern Munich";2;6;0;0;0.02;0.11;0.25;1.67
453;"Kota Takai";"Borussia M.Gladbach";4;146;0;0;0.33;0.03;0.2;0.02
454;"Youssoupha Niang";"FC Cologne";3;5;0;0;0;0;0;0
455;"Jeremy Arévalo";"VfB Stuttgart";2;9;0;0;0;0;0;0
456;"Tomoya Ando";"St. Pauli";3;203;0;0;0;0.02;0;0.01
457;"Kento Shiogai";"Wolfsburg";2;44;0;0;0.41;0;0.84;0
458;"Mathias Rasmussen";"St. Pauli";2;101;0;0;0.1;0;0.09;0
