"number";"player";"team";"apps";"min";"goals";"a";"xG";"xA";"xG90";"xA90"
355;"William Pacho";"Paris Saint Germain";14;1100;0;0;0.22;0.09;0.02;0.01
356;"Mohamed Kaba";"Nantes";1;28;0;1;0;0.42;0;1.36
357;"Fodé Sylla";"Lens";2;63;0;0;0;0;0;0
358;"Joseph N&#039;Duquidi";"Metz";1;4;0;0;0;0;0;0
359;"Joel Mvuka";"Lorient";15;549;0;0;0.7;1.01;0.11;0.17
360;"Fabian Rieder";"Rennes";3;144;0;0;0.01;0.27;0.01;0.17
361;"Bertug Yildirim";"Rennes";1;1;0;0;0;0.12;0;10.85
362;"Gabriel Osho";"Auxerre";2;139;0;0;0;0;0;0
363;"Mahamadou Nagida";"Rennes";5;81;0;0;0.38;0.01;0.42;0.01
364;"Ayyoub Bouaddi";"Lille";18;1348;0;1;0.97;1.48;0.06;0.1
365;"Kassoum Ouattara";"Monaco";14;987;0;3;1.19;2.7;0.11;0.25
366;"Paris Brunner";"Monaco";5;93;0;0;0.08;0;0.08;0
367;"Luc Zogbe";"Brest";5;99;0;0;0.03;0.08;0.03;0.08
368;"Samir El Mourabet";"Strasbourg";20;1251;0;0;0.29;1.06;0.02;0.08
369;"Nhoa Sangui";"Paris FC";13;723;0;0;0.11;0.87;0.01;0.11
370;"Arthur Avom";"Lorient";18;1316;0;1;0.73;2.12;0.05;0.14
371;"Noah Edjouma";"Toulouse";12;226;0;0;0.44;0.39;0.17;0.15
372;"Anthony Bermont";"Lens";6;41;0;0;0.08;0;0.17;0
373;"Lucas Michal";"Monaco";2;48;0;0;0.04;0;0.08;0
374;"Panos Katseris";"Lorient";3;124;0;0;0.37;0.64;0.27;0.46
375;"Nathaniel Adjei";"Lorient";6;121;0;0;0;0;0;0
376;"Dehmaine Assoumani";"Nantes";16;747;0;0;0.47;1.18;0.06;0.14
377;"Arthur Vermeeren";"Marseille";12;555;0;1;0.04;0.16;0.01;0.03
378;"Rabby Nzingoula";"Strasbourg";4;44;0;0;0.05;0.07;0.1;0.15
379;"Simon Ebonog";"Le Havre";17;881;0;0;0.97;0.11;0.1;0.01
380;"Djaoui Cissé";"Rennes";16;846;0;0;0.63;0.61;0.07;0.06
381;"Paul Argney";"Le Havre";1;90;0;0;0;0;0;0
382;"Mikayil Faye";"Rennes";1;5;0;0;0;0;0;0
383;"Vincent Burlet";"Lille";1;13;0;0;0;0.34;0;2.38
384;"Rafik Messali";"Toulouse";10;383;0;0;0;0.12;0;0.03
385;"Darryl Bakola";"Marseille";8;46;0;0;0.04;0.03;0.08;0.05
386;"Daren Mosengo";"Le Havre";3;68;0;0;0;0;0;0
387;"Yanis Zouaoui";"Le Havre";19;1563;0;1;0.44;1.82;0.03;0.1
388;"Derek Cornelius";"Marseille";2;58;0;0;0;0;0;0
389;"Jeffrey de Lange";"Marseille";3;270;0;0;0;0.1;0;0.03
390;"Mathis Amougou";"Strasbourg";9;261;0;0;0.13;0.11;0.04;0.04
391;"Clément Akpa";"Auxerre";18;1503;0;0;0.24;0.3;0.01;0.02
392;"Theo Bair";"Auxerre";2;4;0;0;0;0;0;0
393;"Lasso Coulibaly";"Auxerre";12;202;0;0;0.18;0.16;0.08;0.07
394;"Dayann Methalie";"Toulouse";16;1194;0;0;0.87;0.87;0.07;0.07
395;"Mark McKenzie";"Toulouse";18;1539;0;2;0.18;0.82;0.01;0.05
396;"Mathieu Acapandié";"Nantes";1;10;0;0;0;0;0;0
397;"Florent Hanin";"Angers";14;493;0;0;0.06;0.27;0.01;0.05
398;"Melvin Zinga";"Angers";2;180;0;0;0;0;0;0
399;"Emmanuel Biumla";"Angers";3;124;0;0;0;0;0;0
400;"Glen Kamara";"Rennes";3;40;0;0;0;0;0;0
401;"Jordan Teze";"Monaco";19;1424;0;0;0.2;1.53;0.01;0.1
402;"Moïse Bombito";"Nice";2;154;0;0;0;0;0;0
403;"Enzo Molébé";"Lyon";1;7;0;0;0;0;0;0
404;"Hong Hyun-Seok";"Nantes";6;281;0;0;0.54;0.04;0.17;0.01
405;"Serigne Diop";"Brest";2;2;0;0;0.1;0;4.28;0
406;"Damián Pizarro";"Le Havre";2;15;0;0;0;0;0;0
407;"Saud Abdulhamid";"Lens";13;428;0;1;0.16;0.63;0.03;0.13
408;"Patrik Carlgren";"Nantes";2;91;0;0;0;0;0;0
409;"Jaydee Canvot";"Toulouse";2;180;0;0;0.1;0;0.05;0
410;"Juma Bah";"Nice";15;1162;0;0;0.68;0.58;0.05;0.04
411;"Sékou Doucouré";"Nantes";1;37;0;0;0;0;0;0
412;"Kyllian Antonio";"Lens";1;90;0;0;0.05;0;0.05;0
413;"Marius Courcoul";"Angers";15;306;0;0;0.05;0.13;0.02;0.04
414;"Marius Louãr";"Angers";2;10;0;0;0;0.07;0;0.59
415;"Mathis Saka";"Toulouse";1;2;0;0;0;0;0;0
416;"Aladji Bamba";"Monaco";6;128;0;0;0;0;0;0
417;"Everton Pereira";"Nice";1;70;0;0;0.03;0;0.03;0
418;"Bernard Nguene";"Nice";6;111;0;0;0.18;0;0.14;0
419;"Raphaël Le Guen";"Brest";1;1;0;0;0;0;0;0
420;"Goduine Koyalipou";"Angers";1;17;0;0;0.18;0;0.96;0
421;"Justin Bourgault";"Brest";1;12;0;0;0.03;0;0.25;0
422;"Fredrik Oppegård";"Auxerre";14;642;0;0;0.18;0.34;0.03;0.05
423;"Stephan Zagadou";"Le Havre";2;157;0;0;0;0;0;0
424;"Hamidou Makalou";"Brest";10;133;0;0;0.04;0.15;0.03;0.1
425;"Rudy Matondo";"Auxerre";16;588;0;0;0.23;0.1;0.03;0.02
426;"Telli Siwe";"Auxerre";3;230;0;0;0.02;0.04;0.01;0.02
427;"Lanroy Machine";"Angers";11;150;0;0;0.92;0;0.55;0
428;"Andrija Bulatovic";"Lens";9;340;0;1;0.57;1.03;0.15;0.27
429;"Khalis Merah";"Lyon";13;707;0;1;0.94;1.14;0.12;0.15
430;"Mathys de Carvalho";"Lyon";10;278;0;0;0.37;0.04;0.12;0.01
431;"Ayumu Seko";"Le Havre";20;1729;0;0;0.86;0.42;0.04;0.02
432;"Godson Kyeremeh";"Le Havre";10;325;0;1;0.25;0.5;0.07;0.14
433;"Lionel Mpasi";"Le Havre";3;270;0;0;0;0;0;0
434;"Gabin Bernardeau";"Nice";1;1;0;0;0;0;0;0
435;"Hamza Koutoune";"Nice";1;1;0;0;0;0;0;0
436;"Mário Sauer";"Toulouse";14;505;0;0;0.22;0.08;0.04;0.02
437;"Seny Koumbassa";"Toulouse";3;60;0;0;0;0;0;0
438;"Berke Özer";"Lille";18;1620;0;1;0;0.08;0;0
439;"Nathan Ngoy";"Lille";18;1407;0;1;1.21;0.94;0.08;0.06
440;"Maxima Goffi";"Lille";1;33;0;0;0;0;0;0
441;"Arnaud Bodart";"Lille";2;180;0;0;0;0;0;0
442;"Ibrahim Osman";"Auxerre";14;631;0;2;1.94;1.18;0.28;0.17
443;"Lamine Sy";"Auxerre";12;735;0;0;0.15;1.19;0.02;0.15
444;"Obed Nkambadio";"Paris FC";11;990;0;0;0;0.01;0;0
445;"Julien Lopez";"Paris FC";5;31;0;0;0;0;0;0
446;"Tuomas Ollila";"Paris FC";8;293;0;0;0.07;0.15;0.02;0.05
447;"Jonathan Fischer";"Metz";20;1719;0;0;0;0.03;0;0
448;"Michel Mboula";"Metz";5;294;0;0;0;0;0;0
449;"Brian Madjo";"Metz";5;157;0;0;0.32;0;0.18;0
450;"Idrissa Gueye";"Metz";3;126;0;0;0.12;0;0.09;0
451;"Alpha Touré";"Metz";20;872;0;0;0.22;0.21;0.02;0.02
452;"Pape Sy";"Metz";1;81;0;0;0;0;0;0
453;"Morgan Bokele";"Metz";10;208;0;0;0.21;0.09;0.09;0.04
454;"Mike Penders";"Strasbourg";19;1710;0;0;0;0;0;0
455;"Lucas Høgsberg";"Strasbourg";12;1003;0;0;0.09;0;0.01;0
456;"Tylel Tati";"Nantes";18;1600;0;0;0.5;0.02;0.03;0
457;"Kwon Hyeok-Kyu";"Nantes";12;777;0;0;0.1;0;0.01;0
458;"Yassine Benhattab";"Nantes";10;479;0;0;0.18;0.69;0.03;0.13
459;"Amady Camara";"Nantes";10;131;0;0;0.69;0.12;0.48;0.08
460;"Otávio";"Paris FC";17;1472;0;0;0.18;0.13;0.01;0.01
461;"Ismaël Guerti";"Metz";3;15;0;0;0;0;0;0
462;"Cleo Mélières";"Metz";2;26;0;0;0;0;0;0
463;"Abdoulaye Faye";"Lorient";7;569;0;0;0.48;0;0.08;0
464;"Nordan Mukiele";"Rennes";1;25;0;0;0.09;0.09;0.32;0.33
465;"Rafael Luís";"Strasbourg";8;264;0;0;0.05;0.07;0.02;0.03
466;"Daouda Guindo";"Brest";14;804;0;0;0.6;0.45;0.07;0.05
467;"Noah Cadiou";"Lorient";15;681;0;1;0.33;0.26;0.04;0.03
468;"Terry Yegbe";"Metz";16;1347;0;1;0.82;0.37;0.06;0.02
469;"Martin Bley";"Lorient";1;1;0;0;0;0;0;0
470;"Charles Vanhoutte";"Nice";15;1117;0;2;0.12;0.56;0.01;0.05
471;"Tiago Gouveia";"Nice";12;470;0;0;0.61;0.64;0.12;0.12
472;"Bahmed Deuff";"Nantes";10;199;0;0;0.23;0.15;0.1;0.07
473;"Calvin Verdonk";"Lille";8;367;0;0;0.03;0.63;0.01;0.15
474;"Abu Francis";"Toulouse";8;546;0;0;0.18;0.04;0.03;0.01
475;"Ryan Rodin";"Auxerre";2;15;0;0;0;0;0;0
476;"Enzo Koffi";"Le Havre";5;44;0;0;0.31;0;0.62;0
477;"Pape Cabral";"Monaco";4;53;0;0;0.51;0;0.86;0
478;"Mathis Jangeal";"Paris Saint Germain";1;6;0;0;0;0;0;0
479;"Tidiane Devernois";"Auxerre";1;1;0;0;0;0.01;0;0.74
480;"Believe Munongo";"Metz";2;87;0;0;0;0.01;0;0.01
481;"Tadjidine Mmadi";"Marseille";2;8;0;0;0;0.02;0;0.26
482;"Lucas Rosier";"Rennes";2;2;0;0;0;0;0;0
483;"Brad-Hamilton Mantsounga";"Nice";1;90;0;0;0;0;0;0
484;"Adil Hamdani";"Lyon";2;4;0;0;0.03;0;0.63;0
485;"Elias Legendre";"Rennes";5;26;0;0;0.47;0.13;1.62;0.45
486;"Mamoudou Cissokho";"Auxerre";1;1;0;0;0;0;0;0
487;"Zoumana Diallo";"Nice";1;7;0;0;0;0.08;0;1.06
488;"Everton Pereira da Silva";"Nice";1;71;0;0;0.08;0;0.1;0
489;"Noah Nsoki";"Paris Saint Germain";1;4;0;0;0;0;0;0
490;"Mohamed Benoit-Dao";"Paris FC";1;1;0;0;0;0;0;0
491;"Gessime Yassine";"Strasbourg";2;2;0;0;0;0;0;0
492;"Rémi Himbert";"Lyon";3;7;0;0;0;0;0;0
493;"Quinten Timber";"Marseille";2;158;0;0;0;0;0;0
494;"Ali Youssef";"Nantes";1;90;0;0;0;0;0;0
495;"Kail Boudache";"Nice";1;40;0;0;0.03;0;0.07;0
496;"Nathan Mbala";"Metz";1;1;0;0;0;0;0;0
497;"Bryan Okoh";"Auxerre";1;4;0;0;0;0;0;0
