"number";"player";"team";"apps";"min";"goals";"a";"xG";"xA";"xG90";"xA90"
20;"Rafa Mir";"Elche";18;1337;6;0;5.53;0.73;0.37;0.05
21;"Pere Milla";"Espanyol";20;1408;6;0;6.09;2.85;0.39;0.18
22;"Gonçalo Guedes";"Real Sociedad";22;1226;6;2;3.32;1.66;0.24;0.12
23;"Vinícius Júnior";"Real Madrid";22;1709;6;5;7.28;4.82;0.38;0.25
24;"Dani Olmo";"Barcelona";17;1063;6;4;5.88;3.37;0.5;0.29
25;"Etta Eyong";"Levante,Villarreal";19;1417;6;3;9.04;2.41;0.57;0.15
26;"Akor Adams";"Sevilla";17;1047;6;2;7.38;0.59;0.63;0.05
27;"Lucas Boyé";"Alaves";16;1168;5;1;6.15;2.02;0.47;0.16
28;"Brais Méndez";"Real Sociedad";21;1262;5;2;3.52;1.6;0.25;0.11
29;"Georges Mikautadze";"Villarreal";16;1002;5;3;6.56;2.29;0.59;0.21
30;"Antony";"Real Betis";17;1445;5;4;4.69;3.88;0.29;0.24
31;"Alvaro Rodríguez";"Elche";19;1168;5;4;6.72;2.27;0.52;0.17
32;"Carlos Vicente";"Alaves";21;1250;5;0;3.71;3.86;0.27;0.28
33;"Tajon Buchanan";"Villarreal";20;1212;5;0;2.15;1.7;0.16;0.13
34;"Roberto Fernández";"Espanyol";22;1600;5;2;5.71;3.02;0.32;0.17
35;"Marcus Rashford";"Barcelona";20;1172;4;6;6.57;3.87;0.5;0.3
36;"Borja Mayoral";"Getafe";14;1066;4;1;3.41;0.53;0.29;0.04
37;"André Silva";"Elche";16;851;4;0;3.72;1.18;0.39;0.12
38;"Antonio Martínez";"Alaves";21;1403;4;2;5.58;1.87;0.36;0.12
39;"Aitor Ruibal";"Real Betis";17;1025;4;1;2.96;1.47;0.26;0.13
40;"German Valera";"Elche";21;1635;4;3;1.83;3.41;0.1;0.19
41;"Roberto Navarro";"Athletic Club";18;648;4;1;2.6;1.12;0.36;0.16
42;"Jude Bellingham";"Real Madrid";18;1298;4;3;6.21;2.52;0.43;0.17
43;"Nico Williams";"Athletic Club";18;1255;4;2;4.83;3.8;0.35;0.27
44;"Iván Romero";"Levante";18;1458;4;1;5.62;1.71;0.35;0.11
45;"Abdessamad Ezzalzouli";"Real Betis";13;963;4;3;5.51;3.27;0.51;0.31
46;"Samú Costa";"Mallorca";19;1464;4;0;1.89;0.9;0.12;0.06
47;"Viktor Tsygankov";"Girona";16;1244;4;2;2.15;1.83;0.16;0.13
48;"Carlos Romero";"Espanyol";21;1868;4;2;2.14;2.45;0.1;0.12
49;"Fermín López";"Barcelona";16;890;4;4;4.02;4.99;0.41;0.51
50;"Víctor Muñoz";"Osasuna";22;1710;4;1;3.4;0.9;0.18;0.05
51;"Cristhian Stuani";"Girona";11;194;3;0;3.07;0.05;1.42;0.02
52;"Mauro Arambarri";"Getafe";22;1959;3;1;3.54;0.42;0.16;0.02
53;"Kike García";"Espanyol";21;840;3;1;5.8;2.24;0.62;0.24
54;"Álvaro García";"Rayo Vallecano";22;1606;3;3;5.26;4.84;0.29;0.27
55;"Ander Barrenetxea";"Real Sociedad";19;1107;3;3;1.66;4.6;0.13;0.37
56;"Ruben Vargas";"Sevilla";13;908;3;4;2.22;1.76;0.22;0.17
57;"Raul García";"Osasuna";21;606;3;0;3.45;0.31;0.51;0.05
58;"Arnaut Danjuma Groeneveld";"Valencia";21;1344;3;2;4.49;3.2;0.3;0.21
59;"Azz-Eddine Ounahi";"Girona";10;796;3;1;1.11;1.3;0.13;0.15
60;"Diego López";"Valencia";22;1312;3;0;2.78;1.29;0.19;0.09
61;"Williot Swedberg";"Celta Vigo";15;601;3;0;3.25;0.28;0.49;0.04
62;"Carlos Álvarez";"Levante";21;1539;3;1;1.67;4.23;0.1;0.25
63;"Gonzalo García";"Real Madrid";17;335;3;0;2.71;0.22;0.73;0.06
64;"Arda Güler";"Real Madrid";22;1399;3;7;4.22;6.6;0.27;0.42
65;"Isaac Romero";"Sevilla";17;987;3;0;4.83;0.85;0.44;0.08
66;"Thiago Almada";"Atletico Madrid";14;564;3;1;2.73;1.37;0.44;0.22
67;"Federico Viñas";"Real Oviedo";18;1201;3;0;4.36;1.74;0.33;0.13
68;"Adrián Liso";"Getafe";18;1350;3;0;2.14;0.13;0.14;0.01
69;"Alexis Sánchez";"Sevilla";15;754;2;1;2.24;1.23;0.27;0.15
70;"Ayoze Pérez";"Villarreal";13;551;2;3;2.29;1.53;0.37;0.25
71;"Salomón Rondón";"Real Oviedo";16;1054;2;0;3.78;0.19;0.32;0.02
72;"Rubén García";"Osasuna";20;1214;2;5;1.21;4.48;0.09;0.33
73;"Koke";"Atletico Madrid";21;1343;2;2;0.68;1.7;0.05;0.11
74;"Iago Aspas";"Celta Vigo";19;746;2;3;2.57;3.09;0.31;0.37
75;"Carlos Soler";"Real Sociedad";18;1132;2;2;1.93;2.26;0.15;0.18
76;"Pepelu";"Valencia";20;1600;2;0;3.2;1.08;0.18;0.06
77;"Djibril Sow";"Sevilla";18;1251;2;0;0.74;0.93;0.05;0.07
78;"Alex Berenguer";"Athletic Club";20;1485;2;2;4.19;4.35;0.25;0.26
79;"Nicolas Pepe";"Villarreal";20;1167;2;3;5.75;3.95;0.44;0.3
80;"Giovani Lo Celso";"Real Betis";17;1098;2;2;2.73;2.55;0.22;0.21
81;"Leandro Cabrera";"Espanyol";21;1890;2;0;2.65;0.78;0.13;0.04
82;"Javi Puado";"Espanyol";10;687;2;0;4.84;0.96;0.63;0.13
83;"Gorka Guruzeta";"Athletic Club";19;1253;2;1;5.56;2.32;0.4;0.17
84;"Santiago Comesaña";"Villarreal";19;1342;2;2;3.22;1.33;0.22;0.09
85;"Alejandro Catena";"Osasuna";20;1761;2;1;2.04;0.23;0.1;0.01
86;"Iker Losada";"Levante";10;326;2;0;1.97;0.27;0.54;0.07
87;"Aleix Febas";"Elche";21;1885;2;1;1.74;0.92;0.08;0.04
88;"Luis Rioja";"Valencia";21;1484;2;3;1.63;2.11;0.1;0.13
89;"Takefusa Kubo";"Real Sociedad";18;1203;2;3;2.5;3.27;0.19;0.24
90;"Ronald Araújo";"Barcelona";12;651;2;0;0.76;0.05;0.11;0.01
91;"Sergio Carreira";"Celta Vigo";19;1476;2;1;1.2;0.38;0.07;0.02
92;"Álex Baena";"Atletico Madrid";14;752;2;1;1.13;2.41;0.13;0.29
93;"Ferrán Jutglà";"Celta Vigo";14;752;2;1;2.11;0.91;0.25;0.11
94;"Pape Alassane Gueye";"Villarreal";15;971;2;1;1.34;1.02;0.12;0.09
95;"Pedri";"Barcelona";16;1233;2;5;2.22;3.61;0.16;0.26
96;"Conor Gallagher";"Atletico Madrid";19;630;2;0;1.27;0.5;0.18;0.07
97;"Giuliano Simeone";"Atletico Madrid";20;1535;2;5;4.85;3.75;0.28;0.22
98;"Isi Palazón";"Rayo Vallecano";21;1613;2;3;3.01;2.48;0.17;0.14
99;"Hugo Álvarez";"Celta Vigo";14;562;2;1;0.28;0.87;0.04;0.14
100;"Adrián De la Fuente";"Levante";18;1382;2;1;1.95;0.5;0.13;0.03
101;"Pablo Durán";"Celta Vigo";18;907;2;1;2.5;0.8;0.25;0.08
102;"Mateo Joseph";"Mallorca";21;1262;2;2;3.79;1.37;0.27;0.1
103;"Mario Martín";"Getafe";21;1459;2;0;1.62;0.3;0.1;0.02
104;"Javier Rueda";"Celta Vigo";15;724;2;3;1.06;2.04;0.13;0.25
105;"Peque";"Sevilla";18;803;2;1;0.7;0.61;0.08;0.07
106;"Raúl";"Real Madrid";16;1062;2;0;1.02;0.21;0.09;0.02
107;"Jones El Abdellaoui";"Celta Vigo";13;416;2;0;1.9;0.26;0.41;0.06
108;"Alberto Reina";"Real Oviedo";21;1206;2;0;1.63;1.37;0.12;0.1
109;"Ilyas Chaira";"Real Oviedo";20;1344;2;1;3.22;1.31;0.22;0.09
110;"Martim Neto";"Elche";18;1016;2;4;1.04;2.18;0.09;0.19
111;"Tani Oluwaseyi";"Villarreal";17;484;2;1;3.46;1.76;0.64;0.33
112;"Jeremy Toljan";"Levante";21;1827;1;3;0.64;3.49;0.03;0.17
113;"Juanmi";"Getafe";8;152;1;0;0.14;0.06;0.08;0.03
114;"Pablo Maffeo";"Mallorca";17;1455;1;0;0.16;0.19;0.01;0.01
115;"Marcos Alonso";"Celta Vigo";19;1621;1;0;1.49;0.48;0.08;0.03
116;"Diego Llorente";"Real Betis";5;198;1;0;0.74;0;0.33;0
117;"Morales";"Levante";17;248;1;1;2.4;1.04;0.87;0.38
118;"Cédric Bakambu";"Real Betis";8;128;1;0;1.47;0.02;1.04;0.01
119;"Denis Suárez";"Alaves";17;914;1;0;0.88;0.87;0.09;0.09
120;"Iñaki Williams";"Athletic Club";14;905;1;0;3.16;1.03;0.31;0.1
121;"Álvaro Odriozola";"Real Sociedad";3;124;1;0;0.57;1.06;0.42;0.77
122;"Marc Bartra";"Real Betis";18;1539;1;0;0.44;0.09;0.03;0.01
123;"Omar Mascarell";"Mallorca";15;1019;1;1;0.16;0.27;0.01;0.02
124;"José Gayá";"Valencia";18;1381;1;1;0.65;1.44;0.04;0.09
125;"Alfonso";"Villarreal";16;978;1;2;0.61;3.13;0.06;0.29
126;"Sergi Darder";"Mallorca";22;1581;1;2;1.94;3.04;0.11;0.17
127;"Axel Witsel";"Girona";16;1268;1;0;1.56;0.29;0.11;0.02
128;"Neal Maupay";"Sevilla";1;84;1;0;0.03;0;0.03;0
129;"Baptiste Santamaria";"Valencia";18;729;1;1;0.52;0.74;0.06;0.09
130;"Mouctar Diakhaby";"Valencia";8;539;1;0;0.63;0.06;0.11;0.01
131;"Dodi Lukebakio";"Sevilla";2;180;1;0;0.05;0.86;0.03;0.43
132;"Takuma Asano";"Mallorca";15;487;1;0;1.26;0.93;0.23;0.17
133;"Ander Guevara";"Alaves";15;425;1;0;0.6;0.12;0.13;0.02
134;"Jules Koundé";"Barcelona";21;1534;1;1;1.31;1.21;0.08;0.07
135;"Manuel Morlanes";"Mallorca";16;913;1;0;0.54;0.7;0.05;0.07
136;"Grady Diangana";"Elche";12;532;1;0;0.47;0.63;0.08;0.11
137;"Miguel Ángel Rubio";"Espanyol";8;133;1;0;0.56;0;0.38;0
138;"Ezequiel Ávila";"Real Betis";10;218;1;0;1.51;0.24;0.62;0.1
139;"Nicolás González";"Atletico Madrid";17;1071;1;0;3.25;1.58;0.27;0.13
140;"Adrià Pedrosa";"Elche,Sevilla";15;683;1;1;0.57;1.25;0.08;0.16
141;"Leander Dendoncker";"Real Oviedo";18;1324;1;0;0.54;0.43;0.04;0.03
142;"Robin Le Normand";"Atletico Madrid";16;1098;1;0;1.09;0.05;0.09;0
143;"Eduardo Camavinga";"Real Madrid";16;812;1;0;1.03;1.11;0.11;0.12
144;"Manuel Sánchez";"Levante";18;1573;1;1;1.08;0.97;0.06;0.06
145;"Oihan Sancet";"Athletic Club";16;1086;1;0;3.4;0.9;0.28;0.07
146;"Eder Militão";"Real Madrid";13;1006;1;1;1.47;1.09;0.13;0.1
147;"Nemanja Gudelj";"Sevilla";18;1226;1;0;0.51;0.19;0.04;0.01
148;"Pol Lozano";"Espanyol";20;1424;1;0;0.39;0.52;0.02;0.03
149;"Rodrygo";"Real Madrid";18;604;1;3;2.21;2.81;0.33;0.42
150;"Eric Garcia";"Barcelona";22;1757;1;0;3.11;0.95;0.16;0.05
151;"Mateu Morey";"Mallorca";13;569;1;0;0.18;0.52;0.03;0.08
152;"Lucien Agoume";"Sevilla";19;1514;1;2;0.65;2.2;0.04;0.13
153;"Pablo Martínez";"Levante";15;1029;1;2;1.84;1.93;0.16;0.17
154;"Batista Mendy";"Sevilla";17;1351;1;0;0.81;0.49;0.05;0.03
155;"Chidera Ejuke";"Sevilla";15;435;1;1;1.17;0.76;0.24;0.16
156;"Alfonso Espino";"Rayo Vallecano";16;543;1;0;1.41;1.15;0.23;0.19
157;"Aitor Paredes";"Athletic Club";15;1265;1;0;1.3;0.13;0.09;0.01
158;"Óscar Mingueza";"Celta Vigo";19;1226;1;2;0.45;2.57;0.03;0.19
159;"John Donald";"Elche";12;380;1;0;0.71;0;0.17;0
160;"Juan Iglesias";"Getafe";21;1769;1;1;0.97;0.8;0.05;0.04
161;"Alfon";"Sevilla";10;298;1;0;0.9;0.34;0.27;0.1
162;"Antonio Blanco";"Alaves";20;1746;1;1;0.56;0.65;0.03;0.03
163;"Inigo Ruiz de Galarreta";"Athletic Club";20;1325;1;0;0.45;0.98;0.03;0.07
164;"José Ángel Carmona";"Sevilla";20;1721;1;3;0.63;1.42;0.03;0.07
165;"Fran García";"Real Madrid";7;413;1;0;0.85;0.07;0.18;0.02
166;"Pathé Ciss";"Rayo Vallecano";16;1124;1;0;1.55;0.21;0.12;0.02
167;"Bryan Zaragoza";"Celta Vigo";19;1138;1;1;1.91;2.26;0.15;0.18
168;"Rafa Marín";"Villarreal";15;1319;1;0;0.18;0.21;0.01;0.01
169;"Iker Benito";"Osasuna";5;147;1;0;0.39;0.14;0.24;0.09
170;"Nahuel Tenaglia";"Alaves";20;1800;1;0;1.25;0.1;0.06;0.01
171;"Eray Cömert";"Valencia";5;293;1;0;0.96;0.08;0.29;0.02
172;"Luka Ilic";"Real Oviedo";14;541;1;0;1.2;0.06;0.2;0.01
173;"Pablo Barrios Rivas";"Atletico Madrid";21;1591;1;1;1.4;1.7;0.08;0.1
174;"Álvaro Fernández";"Real Madrid";19;1612;1;1;0.19;1.15;0.01;0.06
175;"Manor Solomon";"Villarreal";6;129;1;1;0.61;0.47;0.42;0.33
176;"Pablo Ibáñez";"Alaves";22;1363;1;1;3.04;0.88;0.2;0.06
177;"Fran Pérez";"Rayo Vallecano";18;681;1;0;1.2;1.61;0.16;0.21
178;"Ramón Terrats";"Espanyol";15;435;1;0;0.64;1.07;0.13;0.22
179;"Arnau Martinez";"Girona";19;1380;1;1;0.93;0.28;0.06;0.02
180;"Joel Roca";"Girona";18;806;1;0;1.75;0.76;0.2;0.08
181;"Largie Ramazani";"Valencia";11;156;1;1;1.23;0.59;0.71;0.34
182;"Marcão";"Sevilla";13;935;1;0;0.92;0;0.09;0
183;"Pablo Torre";"Mallorca";20;688;1;2;1.15;1.45;0.15;0.19
184;"Pep Chavarría";"Rayo Vallecano";22;1911;1;2;0.5;2.16;0.02;0.1
185;"Rodrigo Mendoza";"Elche";16;779;1;0;0.57;0.75;0.07;0.09
186;"Unai Gómez";"Athletic Club";14;452;1;1;1.29;0.34;0.26;0.07
187;"Lucas Beltrán";"Valencia";19;946;1;2;3.19;1.85;0.3;0.18
188;"Dean Huijsen";"Real Madrid";16;1207;1;1;1.88;0.95;0.14;0.07
189;"Sergi Altimira";"Real Betis";14;762;1;1;0.37;0.37;0.04;0.04
190;"Alan Matturro";"Levante";9;457;1;0;0.56;0.01;0.11;0
191;"Hector Fort";"Elche";9;323;1;2;0.65;0.21;0.18;0.06
192;"Jon Aramburu";"Real Sociedad";20;1717;1;0;1.77;0.29;0.09;0.01
193;"Mikel Jauregizar";"Athletic Club";22;1913;1;0;0.97;1.25;0.05;0.06
194;"Nobel Mendy";"Rayo Vallecano";13;1057;1;0;1.73;0.01;0.15;0
195;"Asier Osambela";"Osasuna";8;224;1;0;0.18;0.11;0.07;0.04
196;"Christantus Uche";"Getafe";3;270;1;1;1.44;0.64;0.48;0.21
197;"Abel Bretones";"Osasuna";18;1371;1;0;0.58;0.44;0.04;0.03
198;"Enzo Boyomo";"Osasuna";19;1614;1;1;0.66;1.34;0.04;0.07
199;"Orri Óskarsson";"Real Sociedad";6;122;1;0;1.37;0.33;1.01;0.24
200;"Goduine Koyalipou";"Levante";11;217;1;0;1.27;0.36;0.52;0.15
201;"Vitor Reis";"Girona";21;1787;1;1;0.84;0.76;0.04;0.04
202;"Maroan Sannadi";"Athletic Club";8;246;1;0;0.96;0.59;0.35;0.22
203;"Miguel Román";"Celta Vigo";14;847;1;0;1.09;0.98;0.12;0.1
204;"Alejandro Rego";"Athletic Club";14;444;1;0;0.3;0.36;0.06;0.07
205;"Carlos Espí";"Levante";9;136;1;0;0.62;0;0.41;0
206;"Valentín Gómez";"Real Betis";17;1086;1;0;0.91;0.31;0.08;0.03
207;"Franco Mastantuono";"Real Madrid";14;749;1;0;1.98;1.73;0.24;0.21
208;"Jon Gorrotxategi";"Real Sociedad";20;1534;1;2;0.71;0.57;0.04;0.03
209;"David Carmo";"Real Oviedo";16;1268;1;0;0.95;0.15;0.07;0.01
210;"Adam El Mokhtari";"Elche";6;84;1;0;0.27;0.07;0.29;0.08
211;"Kervin Arriaga";"Levante";15;971;1;1;0.19;0.4;0.02;0.04
212;"Alemão";"Rayo Vallecano";13;621;1;0;2.1;0.21;0.3;0.03
213;"Roony Bardghji";"Barcelona";11;242;1;1;1.38;1.6;0.51;0.6
214;"Luis Vázquez";"Getafe";2;176;1;0;0.55;0.1;0.28;0.05
215;"Andreas Christensen";"Barcelona";12;346;0;0;0.13;0.02;0.03;0
216;"Ørjan Nyland";"Sevilla";4;360;0;0;0;0;0;0
217;"Ricardo Rodríguez";"Real Betis";14;868;0;1;0.12;0.44;0.01;0.05
218;"Adnan Januzaj";"Sevilla";10;230;0;0;0.19;0.63;0.07;0.25
219;"Odisseas Vlachodimos";"Sevilla";18;1620;0;0;0;0;0;0
220;"David Alaba";"Real Madrid";5;67;0;0;0.05;0;0.06;0
221;"Héctor Bellerín";"Real Betis";16;1084;0;2;0.2;2.85;0.02;0.24
222;"Daley Blind";"Girona";20;1679;0;0;0.01;0.58;0;0.03
223;"Nyom";"Getafe";8;278;0;0;0.13;0.11;0.04;0.03
224;"Thibaut Courtois";"Real Madrid";22;1980;0;0;0;0;0;0
225;"César Azpilicueta";"Sevilla";9;681;0;0;0;0.02;0;0
226;"Santiago Cazorla";"Real Oviedo";13;438;0;0;0.22;0.85;0.05;0.17
227;"Paulo Gazzaniga";"Girona";19;1662;0;0;0;0;0;0
228;"Wojciech Szczesny";"Barcelona";6;540;0;0;0;0;0;0
229;"Umar Sadiq";"Real Sociedad,Valencia";9;246;0;0;0.31;0.5;0.11;0.18
230;"Eric Bailly";"Real Oviedo";5;416;0;0;0.14;0;0.03;0
231;"Ovie Ejaria";"Real Oviedo";7;181;0;0;0.22;0.08;0.11;0.04
232;"Trent Alexander-Arnold";"Real Madrid";8;393;0;1;0.06;0.75;0.01;0.17
233;"Antonio Rüdiger";"Real Madrid";7;607;0;0;0.08;0.25;0.01;0.04
